num_try,mode,val_loss,test_acc,test_error,test_abs_error,execution_time_train,execution_time_load_saved_model,execution_time_use_saved_model,batch_size,n_nodes,activations,L1_penalty,L2_penalty,learning_rate,dropout_prob,use_batch_norm,num_epoch_used,criterion_name,criterion_params
48,Mode.DLMT_DQ_F_TORQUE,3.0515389423370363,1.239613652229309,-206979321036800.0,206979321036800.0,257.99468183517456,0.002676462984085,0.0002687819004058,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.1,0.01,0.0,True,470,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
49,Mode.DLMT_DQ_F_TORQUE,6.399158241271973,1.8856632709503172,-2211169400.0,2211169400.0,196.2199583053589,0.0027718754291534,0.0002767578601837,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.1,0.01,0.2,True,347,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
50,Mode.DLMT_DQ_F_TORQUE,17.282410049438475,3.250485181808472,-10737444000.0,10737444000.0,123.71409511566162,0.0027839111328125,0.0002847413539886,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.1,0.01,0.5,True,215,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
51,Mode.DLMT_DQ_F_TORQUE,3.415198257446289,1.316300392150879,213266975948800.0,213266975948800.0,164.73537468910217,0.0026681684970855,0.0002652083396911,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.001,0.01,0.0,True,296,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
52,Mode.DLMT_DQ_F_TORQUE,5.9531618576049805,1.7741891145706177,188417459200.0,188417459200.0,175.5488076210022,0.0026779644012451,0.0002672789573669,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.001,0.01,0.2,True,311,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
53,Mode.DLMT_DQ_F_TORQUE,14.945760162353515,2.971250057220459,-2301354800.0,2301354800.0,158.66351318359375,0.0027548966884613,0.0002794485092163,128,"[256, 256]","[GELU(approximate='none'), GELU(approximate='none')]",0.001,0.001,0.01,0.5,True,279,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
54,Mode.DLMT_DQ_F_TORQUE,2.8011878032684328,1.15620219707489,2918778614579200.0,2918778614579200.0,189.3465845584869,0.0035662868976593,0.000329896402359,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.0,0.01,0.0,True,294,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
55,Mode.DLMT_DQ_F_TORQUE,4.008605449676514,1.4345839023590088,-3158497484800.0,3158497484800.0,246.07071089744568,0.0036933589935302,0.0003369072437286,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.0,0.01,0.2,True,366,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
56,Mode.DLMT_DQ_F_TORQUE,9.355476470947266,2.3250513076782227,-13229642400.0,13229642400.0,160.95489883422852,0.0035030148983001,0.0003209105491638,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.0,0.01,0.5,True,239,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
57,Mode.DLMT_DQ_F_TORQUE,2.6661845569610594,1.1231424808502195,-7021964925337600.0,7021964925337600.0,226.2440049648285,0.0035154744625091,0.0003189554691314,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.1,0.01,0.0,True,358,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
58,Mode.DLMT_DQ_F_TORQUE,3.581754718780517,1.3170868158340454,-217210470400.0,217210470400.0,219.25591135025024,0.0035202887535095,0.0003206936836242,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.1,0.01,0.2,True,335,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
59,Mode.DLMT_DQ_F_TORQUE,8.493963439941407,2.182706594467163,102050208000.0,102050208000.0,244.305410861969,0.003525748682022,0.0003191083908081,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.1,0.01,0.5,True,363,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
60,Mode.DLMT_DQ_F_TORQUE,3.182466026306152,1.2331796884536743,-2816820536934400.0,2816820536934400.0,168.4101972579956,0.0035593014717102,0.0003233252048492,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.001,0.01,0.0,True,267,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
61,Mode.DLMT_DQ_F_TORQUE,3.839960319519043,1.3969806432724,1614456422400.0,1614456422400.0,226.05931639671329,0.0037161569595336,0.0003336601734161,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.001,0.01,0.2,True,342,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
62,Mode.DLMT_DQ_F_TORQUE,7.552389060974121,2.057466506958008,1056464588800.0,1056464588800.0,206.04947519302368,0.0036807070255279,0.0003298989295959,128,"[512, 512]","[GELU(approximate='none'), GELU(approximate='none')]",0.0,0.001,0.01,0.5,True,311,ModifiedHuberLoss,"{'delta': 0.2, 'factor': 0.5}"
